Time,Step_number,Number_of_Traffic_Ctrl_true,Traffic_Ctrl_Id,Traffic_Ctrl_Phase_true
21.4,1251,1,,
21.4167,1252,1,,
21.4333,1253,1,,
21.45,1254,1,,
21.4667,1255,1,,
21.4833,1256,1,,
21.5,1257,1,,
21.5167,1258,1,,
21.5333,1259,1,,
21.55,1260,1,,
21.5667,1261,1,,
21.5833,1262,1,,
21.6,1263,1,,
21.6167,1264,1,,
21.6333,1265,1,,
21.65,1266,1,,
21.6667,1267,1,,
21.6833,1268,1,,
21.7,1269,1,,
21.7167,1270,1,,
21.7333,1271,1,,
21.75,1272,1,,
21.7667,1273,1,,
21.7833,1274,1,,
21.8,1275,1,,
21.8167,1276,1,,
21.8333,1277,1,,
21.85,1278,1,,
21.8667,1279,1,,
21.8833,1280,1,,
21.9,1281,1,,
21.9167,1282,1,,
21.9333,1283,1,,
21.95,1284,1,,
21.9667,1285,1,,
21.9833,1286,1,,
22,1287,1,,
22.0167,1288,1,,
22.0333,1289,1,,
22.05,1290,1,,
22.0667,1291,1,,
22.0833,1292,1,,
22.1,1293,1,,
22.1167,1294,1,,
22.1333,1295,1,,
22.15,1296,1,,
22.1667,1297,1,,
22.1833,1298,1,,
22.2,1299,1,,
22.2167,1300,1,,
22.2333,1301,1,,
22.25,1302,1,,
22.2667,1303,1,,
22.2833,1304,1,,
22.3,1305,1,,
22.3167,1306,1,,
22.3333,1307,1,,
22.35,1308,1,,
22.3667,1309,1,,
22.3833,1310,1,,
22.4,1311,1,,
22.4167,1312,1,,
22.4333,1313,1,,
22.45,1314,1,,
22.4667,1315,1,,
22.4833,1316,1,,
22.5,1317,1,,
22.5167,1318,1,,
22.5333,1319,1,,
22.55,1320,1,,
22.5667,1321,1,,
22.5833,1322,1,,
22.6,1323,1,,
22.6167,1324,1,,
22.6333,1325,1,,
22.65,1326,1,,
22.6667,1327,1,,
22.6833,1328,1,,
22.7,1329,1,,
22.7167,1330,1,,
22.7333,1331,1,,
22.75,1332,1,,
22.7667,1333,1,,
22.7833,1334,1,,
22.8,1335,1,,
22.8167,1336,1,,
22.8333,1337,1,,
22.85,1338,1,,
22.8667,1339,1,,
22.8833,1340,1,,
22.9,1341,1,,
22.9167,1342,1,,
22.9333,1343,1,,
22.95,1344,1,,
22.9667,1345,1,,
22.9833,1346,1,,
23,1347,1,,
23.0167,1348,1,,
23.0333,1349,1,,
23.05,1350,1,,
23.0667,1351,1,,
23.0833,1352,1,,
23.1,1353,1,,
23.1167,1354,1,,
23.1333,1355,1,,
23.15,1356,1,,
23.1667,1357,1,,
23.1833,1358,1,,
23.2,1359,1,,
23.2167,1360,1,,
23.2333,1361,1,,
23.25,1362,1,,
23.2667,1363,1,,
23.2833,1364,1,,
23.3,1365,1,,
23.3167,1366,1,,
23.3333,1367,1,,
23.35,1368,1,,
23.3667,1369,1,,
23.3833,1370,1,,
23.4,1371,1,,
23.4167,1372,1,,
23.4333,1373,1,,
23.45,1374,1,,
23.4667,1375,1,,
23.4833,1376,1,,
23.5,1377,1,,
23.5167,1378,1,,
23.5333,1379,1,,
23.55,1380,1,,
23.5667,1381,1,,
23.5833,1382,1,,
23.6,1383,1,,
23.6167,1384,1,,
23.6333,1385,1,,
23.65,1386,1,,
23.6667,1387,1,,
23.6833,1388,1,,
23.7,1389,1,,
23.7167,1390,1,,
23.7333,1391,1,,
23.75,1392,1,,
23.7667,1393,1,,
23.7833,1394,1,,
23.8,1395,1,,
23.8167,1396,1,,
23.8333,1397,1,,
23.85,1398,1,,
23.8667,1399,1,,
23.8833,1400,1,,
23.9,1401,1,,
23.9167,1402,1,,
23.9333,1403,1,,
23.95,1404,1,,
23.9667,1405,1,,
23.9833,1406,1,,
24,1407,1,,
24.0167,1408,1,,
24.0333,1409,1,,
24.05,1410,1,,
24.0667,1411,1,,
24.0833,1412,1,,
24.1,1413,1,,
24.1167,1414,1,,
24.1333,1415,1,,
24.15,1416,1,,
24.1667,1417,1,,
24.1833,1418,1,,
24.2,1419,1,,
24.2167,1420,1,,
24.2333,1421,1,,
24.25,1422,1,,
24.2667,1423,1,,
24.2833,1424,1,,
24.3,1425,1,,
24.3167,1426,1,,
24.3333,1427,1,,
24.35,1428,1,,
24.3667,1429,1,,
24.3833,1430,1,,
24.4,1431,1,,
24.4167,1432,1,,
24.4333,1433,1,,
24.45,1434,1,,
24.4667,1435,1,,
24.4833,1436,1,,
24.5,1437,1,,
24.5167,1438,1,,
24.5333,1439,1,,
24.55,1440,1,,
24.5667,1441,1,,
24.5833,1442,1,,
24.6,1443,1,,
24.6167,1444,1,,
24.6333,1445,1,,
24.65,1446,1,,
24.6667,1447,1,,
24.6833,1448,1,,
24.7,1449,1,,
24.7167,1450,1,,
24.7333,1451,1,,
24.75,1452,1,,
24.7667,1453,1,,
24.7833,1454,1,,
24.8,1455,1,,
24.8167,1456,1,,
24.8333,1457,1,,
24.85,1458,1,,
24.8667,1459,1,,
24.8833,1460,1,,
24.9,1461,1,,
24.9167,1462,1,,
24.9333,1463,1,,
24.95,1464,1,,
24.9667,1465,1,,
24.9833,1466,1,,
25,1467,1,,
25.0167,1468,1,,
25.0333,1469,1,,
25.05,1470,1,,
25.0667,1471,1,,
25.0833,1472,1,,
25.1,1473,1,,
25.1167,1474,1,,
25.1333,1475,1,,
25.15,1476,1,,
25.1667,1477,1,,
25.1833,1478,1,,
25.2,1479,1,,
25.2167,1480,1,,
25.2333,1481,1,,
25.25,1482,1,,
25.2667,1483,1,,
25.2833,1484,1,,
25.3,1485,1,,
25.3167,1486,1,,
25.3333,1487,1,,
25.35,1488,1,,
25.3667,1489,1,,
25.3833,1490,1,,
25.4,1491,1,,
25.4167,1492,1,,
25.4333,1493,1,,
25.45,1494,1,,
25.4667,1495,1,,
25.4833,1496,1,,
25.5,1497,1,,
25.5167,1498,1,,
25.5333,1499,1,,
25.55,1500,1,,
25.5667,1501,1,,
25.5833,1502,1,,
25.6,1503,1,,
25.6167,1504,1,,
25.6333,1505,1,,
25.65,1506,1,,
25.6667,1507,1,,
25.6833,1508,1,,
25.7,1509,1,,
25.7167,1510,1,,
25.7333,1511,1,,
25.75,1512,1,,
25.7667,1513,1,,
25.7833,1514,1,,
25.8,1515,1,,
25.8167,1516,1,,
25.8333,1517,1,,
25.85,1518,1,,
25.8667,1519,1,,
25.8833,1520,1,,
25.9,1521,1,,
25.9167,1522,1,,
25.9333,1523,1,,
25.95,1524,1,,
25.9667,1525,1,,
25.9833,1526,1,,
26,1527,1,,
26.0167,1528,1,,
26.0333,1529,1,,
26.05,1530,1,,
26.0667,1531,1,,
26.0833,1532,1,,
26.1,1533,1,,
26.1167,1534,1,,
26.1333,1535,1,,
26.15,1536,1,,
26.1667,1537,1,,
26.1833,1538,1,,
26.2,1539,1,,
26.2167,1540,1,,
26.2333,1541,1,,
26.25,1542,1,,
26.2667,1543,1,,
26.2833,1544,1,,
26.3,1545,1,,
26.3167,1546,1,,
26.3333,1547,1,,
26.35,1548,1,,
26.3667,1549,1,,
26.3833,1550,1,,
26.4,1551,1,,
26.4167,1552,1,,
26.4333,1553,1,,
26.45,1554,1,,
26.4667,1555,1,,
26.4833,1556,1,,
26.5,1557,1,,
26.5167,1558,1,,
26.5333,1559,1,,
26.55,1560,1,,
26.5667,1561,1,,
26.5833,1562,1,,
26.6,1563,1,,
26.6167,1564,1,,
26.6333,1565,1,,
26.65,1566,1,,
26.6667,1567,1,,
26.6833,1568,1,,
26.7,1569,1,,
26.7167,1570,1,,
26.7333,1571,1,,
26.75,1572,1,,
26.7667,1573,1,,
26.7833,1574,1,,
26.8,1575,1,,
26.8167,1576,1,,
26.8333,1577,1,,
26.85,1578,1,,
26.8667,1579,1,,
26.8833,1580,1,,
26.9,1581,1,,
26.9167,1582,1,,
26.9333,1583,1,,
26.95,1584,1,,
26.9667,1585,1,,
26.9833,1586,1,,
27,1587,1,,
27.0167,1588,1,,
27.0333,1589,1,,
27.05,1590,1,,
27.0667,1591,1,,
27.0833,1592,1,,
27.1,1593,1,,
27.1167,1594,1,,
27.1333,1595,1,,
27.15,1596,1,,
27.1667,1597,1,,
27.1833,1598,1,,
27.2,1599,1,,
27.2167,1600,1,,
27.2333,1601,1,,
27.25,1602,1,,
27.2667,1603,1,,
27.2833,1604,1,,
27.3,1605,1,,
27.3167,1606,1,,
27.3333,1607,1,,
27.35,1608,1,,
27.3667,1609,1,,
27.3833,1610,1,,
27.4,1611,1,,
27.4167,1612,1,,
27.4333,1613,1,,
27.45,1614,1,,
27.4667,1615,1,,
27.4833,1616,1,,
27.5,1617,1,,
27.5167,1618,1,,
27.5333,1619,1,,
27.55,1620,1,,
27.5667,1621,1,,
27.5833,1622,1,,
27.6,1623,1,,
27.6167,1624,1,,
27.6333,1625,1,,
27.65,1626,1,,
27.6667,1627,1,,
27.6833,1628,1,,
27.7,1629,1,,
27.7167,1630,1,,
27.7333,1631,1,,
27.75,1632,1,,
27.7667,1633,1,,
27.7833,1634,1,,
27.8,1635,1,,
27.8167,1636,1,,
27.8333,1637,1,,
27.85,1638,1,,
27.8667,1639,1,,
27.8833,1640,1,,
27.9,1641,1,,
27.9167,1642,1,,
27.9333,1643,1,,
27.95,1644,1,,
27.9667,1645,1,,
27.9833,1646,1,,
28,1647,1,,
28.0167,1648,1,,
28.0333,1649,1,,
28.05,1650,1,,
28.0667,1651,1,,
28.0833,1652,1,,
28.1,1653,1,,
28.1167,1654,1,,
28.1333,1655,1,,
28.15,1656,1,,
28.1667,1657,1,,
28.1833,1658,1,,
28.2,1659,1,,
28.2167,1660,1,,
28.2333,1661,1,,
28.25,1662,1,,
28.2667,1663,1,,
28.2833,1664,1,,
28.3,1665,1,,
28.3167,1666,1,,
28.3333,1667,1,,
28.35,1668,1,,
28.3667,1669,1,,
28.3833,1670,1,,
28.4,1671,1,,
28.4167,1672,1,,
28.4333,1673,1,,
28.45,1674,1,,
28.4667,1675,1,,
28.4833,1676,1,,
28.5,1677,1,,
28.5167,1678,1,,
28.5333,1679,1,,
28.55,1680,1,,
28.5667,1681,1,,
28.5833,1682,1,,
28.6,1683,1,,
28.6167,1684,1,,
28.6333,1685,1,,
28.65,1686,1,,
28.6667,1687,1,,
28.6833,1688,1,,
28.7,1689,1,,
28.7167,1690,1,,
28.7333,1691,1,,
28.75,1692,1,,
28.7667,1693,1,,
28.7833,1694,1,,
28.8,1695,1,,
28.8167,1696,1,,
28.8333,1697,1,,
28.85,1698,1,,
28.8667,1699,1,,
28.8833,1700,1,,
28.9,1701,1,,
28.9167,1702,1,,
28.9333,1703,1,,
28.95,1704,1,,
28.9667,1705,1,,
28.9833,1706,1,,
