Time,Step_number,VUT_pos_lat,VUT_pos_lng,VUT_heading,VUT_yaw_rate,VUT_jerk_lat,VUT_jerk_lng,VUT_accl_lat,VUT_accl_lng,VUT_vel_lat,VUT_vel_lng,VUT_vel_abs,VUT_travelled,VUT_ind_st_dir_left,VUT_ind_st_dir_right,VUT_ind_st_hazard,VUT_ind_st_reverse,VUT_ind_st_braking,VUT_throttle_cmd_value,VUT_braking_cmd_value,VUT_steering_angle,VUT_steering_angle_percentage,VUT_AV_drive_status,Number_of_Actors_perceived,Number_of_Actors_true,Number_of_Traffic_Ctrl_true
1.86667,79,1.3539937683491592,103.69601382335637,-56.34258820113433,0.0,-0.011997600479916045,0.01799640071985409,-1.93594,1.28903,-3.54553,2.36076,4.259574011388932,3.894,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
1.88333,80,1.3539941255731631,103.69601329050768,-56.34258820113433,0.0,-0.012004801920767059,0.01800720288115059,-1.93564,1.28883,-3.57779,2.38224,4.298330920450401,3.96532,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
1.9,81,1.3539944864146252,103.69601275226759,-56.34258820113433,0.0,-0.012597480503888536,0.01859628074385322,-1.93533,1.28862,-3.61005,2.40372,4.337087829511872,4.03728,0,0,0,0,0,0,0,-0.0,-0.0,0,1,1,1
1.91667,82,1.3539948499691812,103.6960122086361,-56.34258820113433,0.0,-0.012597480503901689,0.019196160767852095,-1.93501,1.28841,-3.6423,2.42519,4.375830872657215,4.10989,0,0,0,0,0,0,0,-0.0,-0.0,0,1,1,1
1.93333,83,1.3539952171411946,103.69601166141037,-56.34258820113433,0.0,-0.013205282112851761,0.019807923169264316,-1.93468,1.28819,-3.67455,2.44667,4.4145794580458055,4.18314,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
1.95,84,1.3539955879306669,103.69601110879324,-56.34258820113433,0.0,-0.01319736052788767,0.019796040791838165,-1.93435,1.28797,-3.70679,2.46813,4.453308635273329,4.25704,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
1.96667,85,1.3539959614332326,103.69601055078473,-56.34258820113433,0.0,-0.0137972405518868,0.020995800839836428,-1.934,1.28774,-3.73903,2.4896,4.49204335474403,4.33158,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
1.98333,86,1.3539963385532563,103.6960099882834,-56.34258820113433,0.0,-0.014405762304922945,0.02100840336133541,-1.93365,1.2875,-3.77126,2.51106,4.53076420829864,4.40677,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.0,87,1.3539967183863733,103.69600942128925,-56.34258820113433,0.0,-0.014397120575885934,0.02159568086383556,-1.93329,1.28726,-3.80348,2.53251,4.569471195937228,4.48261,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.01667,88,1.3539971018369483,103.6960088489037,-56.34258820113433,0.0,-0.014997000599885065,0.02219556088782137,-1.93292,1.28701,-3.8357,2.55397,4.608183725818666,4.55909,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.03333,89,1.3539974880006176,103.69600827202534,-56.34258820113433,0.0,-0.015006002400965487,0.022809123649462745,-1.93254,1.28676,-3.86792,2.57542,4.646890713455611,4.63621,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.05,90,1.353997877781745,103.69600769065416,-56.34258820113433,0.0,-0.015596880623870879,0.02339532093580632,-1.93215,1.2865,-3.90012,2.59686,4.685575511503362,4.71399,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.06667,91,1.3539982711803298,103.69600710389159,-56.34258820113433,0.0,-0.015596880623870879,0.023995200959805448,-1.93175,1.28624,-3.93232,2.6183,4.724260309551115,4.7924,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.08333,92,1.3539986672920088,103.69600651263619,-56.34258820113433,0.0,-0.01620648259303643,0.024609843937575815,-1.93134,1.28597,-3.96451,2.63973,4.762931241683004,4.87146,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.1,93,1.3539990670211453,103.69600591688797,-56.34258820113433,0.0,-0.016796640671869142,0.025194961007803714,-1.93092,1.28569,-3.9967,2.66116,4.801602173816569,4.95117,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.11667,94,1.3539994694633755,103.69600531574837,-56.34258820113433,0.0,-0.017396520695854956,0.025194961007790395,-1.9305,1.2854,-4.02888,2.68259,4.84026478227173,5.03151,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.13333,95,1.353999875523064,103.69600471011594,-56.34258820113433,0.0,-0.017406962785121567,0.026410564225690197,-1.93006,1.28511,-4.06105,2.70401,4.8789135248126705,5.11251,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.15,96,1.3540002852002104,103.69600409909212,-56.34258820113433,0.0,-0.01799640071985409,0.02699460107978779,-1.92961,1.28481,-4.09321,2.72543,4.917553943679723,5.19414,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.16667,97,1.3540006975904506,103.69600348447406,-56.34258820113433,0.0,-0.01799640071985409,0.027594481103786924,-1.92915,1.28451,-4.12537,2.74684,4.956188820303359,5.27643,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.18333,98,1.3540011126937843,103.69600286356604,-56.34258820113433,0.0,-0.01920768307323478,0.02821128451380317,-1.92868,1.28419,-4.15752,2.76824,4.9948098310145905,5.35935,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.2,99,1.354001531414576,103.69600223906374,-56.34258820113433,0.0,-0.01859628074385322,0.028794241151771868,-1.9282,1.28388,-4.18966,2.78964,5.033422518048728,5.44292,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.21667,100,1.354001953752826,103.69600160917008,-56.34258820113433,0.0,-0.019796040791838165,0.029394121175757678,-1.92771,1.28355,-4.22179,2.81104,5.0720268814055,5.52713,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.23333,101,1.3540023788041688,103.69600097388502,-56.34258820113433,0.0,-0.019807923169264316,0.03001200480191765,-1.92721,1.28322,-4.25392,2.83243,5.110625702524104,5.61199,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
2.25,102,1.3540028074729702,103.69600033500572,-56.34258820113433,0.0,-0.020995800839836428,0.030593881223755944,-1.9267,1.28287,-4.28603,2.85381,5.149202334051363,5.69749,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1
