Time,Step_number,Number_of_Traffic_Ctrl_true,Traffic_Ctrl_Id,Traffic_Ctrl_Phase_true
21.4333,1255,1,,
21.45,1256,1,,
21.4667,1257,1,,
21.4833,1258,1,,
21.5,1259,1,,
21.5167,1260,1,,
21.5333,1261,1,,
21.55,1262,1,,
21.5667,1263,1,,
21.5833,1264,1,,
21.6,1265,1,,
21.6167,1266,1,,
21.6333,1267,1,,
21.65,1268,1,,
21.6667,1269,1,,
21.6833,1270,1,,
21.7,1271,1,,
21.7167,1272,1,,
21.7333,1273,1,,
21.75,1274,1,,
21.7667,1275,1,,
21.7833,1276,1,,
21.8,1277,1,,
21.8167,1278,1,,
21.8333,1279,1,,
21.85,1280,1,,
21.8667,1281,1,,
21.8833,1282,1,,
21.9,1283,1,,
21.9167,1284,1,,
21.9333,1285,1,,
21.95,1286,1,,
21.9667,1287,1,,
21.9833,1288,1,,
22,1289,1,,
22.0167,1290,1,,
22.0333,1291,1,,
22.05,1292,1,,
22.0667,1293,1,,
22.0833,1294,1,,
22.1,1295,1,,
22.1167,1296,1,,
22.1333,1297,1,,
22.15,1298,1,,
22.1667,1299,1,,
22.1833,1300,1,,
22.2,1301,1,,
22.2167,1302,1,,
22.2333,1303,1,,
22.25,1304,1,,
22.2667,1305,1,,
22.2833,1306,1,,
22.3,1307,1,,
22.3167,1308,1,,
22.3333,1309,1,,
22.35,1310,1,,
22.3667,1311,1,,
22.3833,1312,1,,
22.4,1313,1,,
22.4167,1314,1,,
22.4333,1315,1,,
22.45,1316,1,,
22.4667,1317,1,,
22.4833,1318,1,,
22.5,1319,1,,
22.5167,1320,1,,
22.5333,1321,1,,
22.55,1322,1,,
22.5667,1323,1,,
22.5833,1324,1,,
22.6,1325,1,,
22.6167,1326,1,,
22.6333,1327,1,,
22.65,1328,1,,
22.6667,1329,1,,
22.6833,1330,1,,
22.7,1331,1,,
22.7167,1332,1,,
22.7333,1333,1,,
22.75,1334,1,,
22.7667,1335,1,,
22.7833,1336,1,,
22.8,1337,1,,
22.8167,1338,1,,
22.8333,1339,1,,
22.85,1340,1,,
22.8667,1341,1,,
22.8833,1342,1,,
22.9,1343,1,,
22.9167,1344,1,,
22.9333,1345,1,,
22.95,1346,1,,
22.9667,1347,1,,
22.9833,1348,1,,
23,1349,1,,
23.0167,1350,1,,
23.0333,1351,1,,
23.05,1352,1,,
23.0667,1353,1,,
23.0833,1354,1,,
23.1,1355,1,,
23.1167,1356,1,,
23.1333,1357,1,,
23.15,1358,1,,
23.1667,1359,1,,
23.1833,1360,1,,
23.2,1361,1,,
23.2167,1362,1,,
23.2333,1363,1,,
23.25,1364,1,,
23.2667,1365,1,,
23.2833,1366,1,,
23.3,1367,1,,
23.3167,1368,1,,
23.3333,1369,1,,
23.35,1370,1,,
23.3667,1371,1,,
23.3833,1372,1,,
23.4,1373,1,,
23.4167,1374,1,,
23.4333,1375,1,,
23.45,1376,1,,
23.4667,1377,1,,
23.4833,1378,1,,
23.5,1379,1,,
23.5167,1380,1,,
23.5333,1381,1,,
23.55,1382,1,,
23.5667,1383,1,,
23.5833,1384,1,,
23.6,1385,1,,
23.6167,1386,1,,
23.6333,1387,1,,
23.65,1388,1,,
23.6667,1389,1,,
23.6833,1390,1,,
23.7,1391,1,,
23.7167,1392,1,,
23.7333,1393,1,,
23.75,1394,1,,
23.7667,1395,1,,
23.7833,1396,1,,
23.8,1397,1,,
23.8167,1398,1,,
23.8333,1399,1,,
23.85,1400,1,,
23.8667,1401,1,,
23.8833,1402,1,,
23.9,1403,1,,
23.9167,1404,1,,
23.9333,1405,1,,
23.95,1406,1,,
23.9667,1407,1,,
23.9833,1408,1,,
24,1409,1,,
24.0167,1410,1,,
24.0333,1411,1,,
24.05,1412,1,,
24.0667,1413,1,,
24.0833,1414,1,,
24.1,1415,1,,
24.1167,1416,1,,
24.1333,1417,1,,
24.15,1418,1,,
24.1667,1419,1,,
24.1833,1420,1,,
24.2,1421,1,,
24.2167,1422,1,,
24.2333,1423,1,,
24.25,1424,1,,
24.2667,1425,1,,
24.2833,1426,1,,
24.3,1427,1,,
24.3167,1428,1,,
24.3333,1429,1,,
24.35,1430,1,,
24.3667,1431,1,,
24.3833,1432,1,,
24.4,1433,1,,
24.4167,1434,1,,
24.4333,1435,1,,
24.45,1436,1,,
24.4667,1437,1,,
24.4833,1438,1,,
24.5,1439,1,,
24.5167,1440,1,,
24.5333,1441,1,,
24.55,1442,1,,
24.5667,1443,1,,
24.5833,1444,1,,
24.6,1445,1,,
24.6167,1446,1,,
24.6333,1447,1,,
24.65,1448,1,,
24.6667,1449,1,,
24.6833,1450,1,,
24.7,1451,1,,
24.7167,1452,1,,
24.7333,1453,1,,
24.75,1454,1,,
24.7667,1455,1,,
24.7833,1456,1,,
24.8,1457,1,,
24.8167,1458,1,,
24.8333,1459,1,,
24.85,1460,1,,
24.8667,1461,1,,
24.8833,1462,1,,
24.9,1463,1,,
24.9167,1464,1,,
24.9333,1465,1,,
24.95,1466,1,,
24.9667,1467,1,,
24.9833,1468,1,,
25,1469,1,,
25.0167,1470,1,,
25.0333,1471,1,,
25.05,1472,1,,
25.0667,1473,1,,
25.0833,1474,1,,
25.1,1475,1,,
25.1167,1476,1,,
25.1333,1477,1,,
25.15,1478,1,,
25.1667,1479,1,,
25.1833,1480,1,,
25.2,1481,1,,
25.2167,1482,1,,
25.2333,1483,1,,
25.25,1484,1,,
25.2667,1485,1,,
25.2833,1486,1,,
25.3,1487,1,,
25.3167,1488,1,,
25.3333,1489,1,,
25.35,1490,1,,
25.3667,1491,1,,
25.3833,1492,1,,
25.4,1493,1,,
25.4167,1494,1,,
25.4333,1495,1,,
25.45,1496,1,,
25.4667,1497,1,,
25.4833,1498,1,,
25.5,1499,1,,
25.5167,1500,1,,
25.5333,1501,1,,
25.55,1502,1,,
25.5667,1503,1,,
25.5833,1504,1,,
25.6,1505,1,,
25.6167,1506,1,,
25.6333,1507,1,,
25.65,1508,1,,
25.6667,1509,1,,
25.6833,1510,1,,
25.7,1511,1,,
25.7167,1512,1,,
25.7333,1513,1,,
25.75,1514,1,,
25.7667,1515,1,,
25.7833,1516,1,,
25.8,1517,1,,
25.8167,1518,1,,
25.8333,1519,1,,
25.85,1520,1,,
25.8667,1521,1,,
25.8833,1522,1,,
25.9,1523,1,,
25.9167,1524,1,,
25.9333,1525,1,,
25.95,1526,1,,
25.9667,1527,1,,
25.9833,1528,1,,
26,1529,1,,
26.0167,1530,1,,
26.0333,1531,1,,
26.05,1532,1,,
26.0667,1533,1,,
26.0833,1534,1,,
26.1,1535,1,,
26.1167,1536,1,,
26.1333,1537,1,,
26.15,1538,1,,
26.1667,1539,1,,
26.1833,1540,1,,
26.2,1541,1,,
26.2167,1542,1,,
26.2333,1543,1,,
26.25,1544,1,,
26.2667,1545,1,,
26.2833,1546,1,,
26.3,1547,1,,
26.3167,1548,1,,
26.3333,1549,1,,
26.35,1550,1,,
26.3667,1551,1,,
26.3833,1552,1,,
26.4,1553,1,,
26.4167,1554,1,,
26.4333,1555,1,,
26.45,1556,1,,
26.4667,1557,1,,
26.4833,1558,1,,
26.5,1559,1,,
26.5167,1560,1,,
26.5333,1561,1,,
26.55,1562,1,,
26.5667,1563,1,,
26.5833,1564,1,,
26.6,1565,1,,
26.6167,1566,1,,
26.6333,1567,1,,
26.65,1568,1,,
26.6667,1569,1,,
26.6833,1570,1,,
26.7,1571,1,,
26.7167,1572,1,,
26.7333,1573,1,,
26.75,1574,1,,
26.7667,1575,1,,
26.7833,1576,1,,
26.8,1577,1,,
26.8167,1578,1,,
26.8333,1579,1,,
26.85,1580,1,,
26.8667,1581,1,,
26.8833,1582,1,,
26.9,1583,1,,
26.9167,1584,1,,
26.9333,1585,1,,
26.95,1586,1,,
26.9667,1587,1,,
26.9833,1588,1,,
27,1589,1,,
27.0167,1590,1,,
27.0333,1591,1,,
27.05,1592,1,,
27.0667,1593,1,,
27.0833,1594,1,,
27.1,1595,1,,
27.1167,1596,1,,
27.1333,1597,1,,
27.15,1598,1,,
27.1667,1599,1,,
27.1833,1600,1,,
27.2,1601,1,,
27.2167,1602,1,,
27.2333,1603,1,,
27.25,1604,1,,
27.2667,1605,1,,
27.2833,1606,1,,
27.3,1607,1,,
27.3167,1608,1,,
27.3333,1609,1,,
27.35,1610,1,,
27.3667,1611,1,,
27.3833,1612,1,,
27.4,1613,1,,
27.4167,1614,1,,
27.4333,1615,1,,
27.45,1616,1,,
27.4667,1617,1,,
27.4833,1618,1,,
27.5,1619,1,,
27.5167,1620,1,,
27.5333,1621,1,,
27.55,1622,1,,
27.5667,1623,1,,
27.5833,1624,1,,
27.6,1625,1,,
27.6167,1626,1,,
27.6333,1627,1,,
27.65,1628,1,,
27.6667,1629,1,,
27.6833,1630,1,,
27.7,1631,1,,
27.7167,1632,1,,
27.7333,1633,1,,
27.75,1634,1,,
27.7667,1635,1,,
27.7833,1636,1,,
27.8,1637,1,,
27.8167,1638,1,,
27.8333,1639,1,,
27.85,1640,1,,
27.8667,1641,1,,
27.8833,1642,1,,
27.9,1643,1,,
27.9167,1644,1,,
27.9333,1645,1,,
27.95,1646,1,,
27.9667,1647,1,,
27.9833,1648,1,,
28,1649,1,,
28.0167,1650,1,,
28.0333,1651,1,,
28.05,1652,1,,
28.0667,1653,1,,
28.0833,1654,1,,
28.1,1655,1,,
28.1167,1656,1,,
28.1333,1657,1,,
28.15,1658,1,,
28.1667,1659,1,,
28.1833,1660,1,,
28.2,1661,1,,
28.2167,1662,1,,
28.2333,1663,1,,
28.25,1664,1,,
28.2667,1665,1,,
28.2833,1666,1,,
28.3,1667,1,,
28.3167,1668,1,,
28.3333,1669,1,,
28.35,1670,1,,
28.3667,1671,1,,
28.3833,1672,1,,
28.4,1673,1,,
28.4167,1674,1,,
28.4333,1675,1,,
28.45,1676,1,,
28.4667,1677,1,,
28.4833,1678,1,,
28.5,1679,1,,
28.5167,1680,1,,
28.5333,1681,1,,
28.55,1682,1,,
28.5667,1683,1,,
28.5833,1684,1,,
28.6,1685,1,,
28.6167,1686,1,,
28.6333,1687,1,,
28.65,1688,1,,
28.6667,1689,1,,
28.6833,1690,1,,
28.7,1691,1,,
28.7167,1692,1,,
28.7333,1693,1,,
28.75,1694,1,,
28.7667,1695,1,,
28.7833,1696,1,,
28.8,1697,1,,
28.8167,1698,1,,
28.8333,1699,1,,
28.85,1700,1,,
28.8667,1701,1,,
28.8833,1702,1,,
28.9,1703,1,,
28.9167,1704,1,,
28.9333,1705,1,,
28.95,1706,1,,
28.9667,1707,1,,
28.9833,1708,1,,
29,1709,1,,
29.0167,1710,1,,
29.0333,1711,1,,
29.05,1712,1,,
29.0667,1713,1,,
29.0833,1714,1,,
29.1,1715,1,,
29.1167,1716,1,,
29.1333,1717,1,,
29.15,1718,1,,
29.1667,1719,1,,
29.1833,1720,1,,
29.2,1721,1,,
29.2167,1722,1,,
29.2333,1723,1,,
29.25,1724,1,,
29.2667,1725,1,,
29.2833,1726,1,,
29.3,1727,1,,
29.3167,1728,1,,
29.3333,1729,1,,
29.35,1730,1,,
29.3667,1731,1,,
29.3833,1732,1,,
29.4,1733,1,,
29.4167,1734,1,,
29.4333,1735,1,,
29.45,1736,1,,
29.4667,1737,1,,
29.4833,1738,1,,
29.5,1739,1,,
29.5167,1740,1,,
29.5333,1741,1,,
29.55,1742,1,,
29.5667,1743,1,,
29.5833,1744,1,,
29.6,1745,1,,
29.6167,1746,1,,
29.6333,1747,1,,
29.65,1748,1,,
29.6667,1749,1,,
29.6833,1750,1,,
29.7,1751,1,,
29.7167,1752,1,,
29.7333,1753,1,,
29.75,1754,1,,
29.7667,1755,1,,
29.7833,1756,1,,
29.8,1757,1,,
29.8167,1758,1,,
29.8333,1759,1,,
29.85,1760,1,,
29.8667,1761,1,,
29.8833,1762,1,,
29.9,1763,1,,
29.9167,1764,1,,
29.9333,1765,1,,
29.95,1766,1,,
29.9667,1767,1,,
29.9833,1768,1,,
30,1769,1,,
30.0167,1770,1,,
30.0333,1771,1,,
30.05,1772,1,,
30.0667,1773,1,,
30.0833,1774,1,,
30.1,1775,1,,
30.1167,1776,1,,
30.1333,1777,1,,
30.15,1778,1,,
30.1667,1779,1,,
30.1833,1780,1,,
30.2,1781,1,,
30.2167,1782,1,,
30.2333,1783,1,,
30.25,1784,1,,
30.2667,1785,1,,
30.2833,1786,1,,
30.3,1787,1,,
30.3167,1788,1,,
30.3333,1789,1,,
30.35,1790,1,,
30.3667,1791,1,,
30.3833,1792,1,,
30.4,1793,1,,
30.4167,1794,1,,
30.4333,1795,1,,
30.45,1796,1,,
30.4667,1797,1,,
30.4833,1798,1,,
30.5,1799,1,,
30.5167,1800,1,,
30.5333,1801,1,,
30.55,1802,1,,
30.5667,1803,1,,
30.5833,1804,1,,
30.6,1805,1,,
30.6167,1806,1,,
30.6333,1807,1,,
30.65,1808,1,,
30.6667,1809,1,,
30.6833,1810,1,,
30.7,1811,1,,
30.7167,1812,1,,
30.7333,1813,1,,
30.75,1814,1,,
30.7667,1815,1,,
30.7833,1816,1,,
30.8,1817,1,,
30.8167,1818,1,,
30.8333,1819,1,,
30.85,1820,1,,
30.8667,1821,1,,
30.8833,1822,1,,
30.9,1823,1,,
30.9167,1824,1,,
30.9333,1825,1,,
30.95,1826,1,,
30.9667,1827,1,,
30.9833,1828,1,,
31,1829,1,,
31.0167,1830,1,,
31.0333,1831,1,,
31.05,1832,1,,
31.0667,1833,1,,
31.0833,1834,1,,
31.1,1835,1,,
31.1167,1836,1,,
31.1333,1837,1,,
31.15,1838,1,,
31.1667,1839,1,,
31.1833,1840,1,,
31.2,1841,1,,
31.2167,1842,1,,
31.2333,1843,1,,
31.25,1844,1,,
31.2667,1845,1,,
31.2833,1846,1,,
31.3,1847,1,,
31.3167,1848,1,,
31.3333,1849,1,,
31.35,1850,1,,
31.3667,1851,1,,
31.3833,1852,1,,
31.4,1853,1,,
31.4167,1854,1,,
31.4333,1855,1,,
31.45,1856,1,,
31.4667,1857,1,,
31.4833,1858,1,,
31.5,1859,1,,
31.5167,1860,1,,
31.5333,1861,1,,
31.55,1862,1,,
31.5667,1863,1,,
31.5833,1864,1,,
31.6,1865,1,,
31.6167,1866,1,,
31.6333,1867,1,,
31.65,1868,1,,
31.6667,1869,1,,
31.6833,1870,1,,
31.7,1871,1,,
31.7167,1872,1,,
31.7333,1873,1,,
31.75,1874,1,,
31.7667,1875,1,,
31.7833,1876,1,,
31.8,1877,1,,
31.8167,1878,1,,
31.8333,1879,1,,
31.85,1880,1,,
31.8667,1881,1,,
31.8833,1882,1,,
31.9,1883,1,,
31.9167,1884,1,,
31.9333,1885,1,,
31.95,1886,1,,
31.9667,1887,1,,
31.9833,1888,1,,
32,1889,1,,
32.0167,1890,1,,
32.0333,1891,1,,
32.05,1892,1,,
32.0667,1893,1,,
32.0833,1894,1,,
32.1,1895,1,,
32.1167,1896,1,,
32.1333,1897,1,,
32.15,1898,1,,
32.1667,1899,1,,
32.1833,1900,1,,
32.2,1901,1,,
32.2167,1902,1,,
32.2333,1903,1,,
32.25,1904,1,,
32.2667,1905,1,,
32.2833,1906,1,,
32.3,1907,1,,
32.3167,1908,1,,
32.3333,1909,1,,
32.35,1910,1,,
32.3667,1911,1,,
32.3833,1912,1,,
32.4,1913,1,,
32.4167,1914,1,,
32.4333,1915,1,,
32.45,1916,1,,
32.4667,1917,1,,
32.4833,1918,1,,
32.5,1919,1,,
32.5167,1920,1,,
32.5333,1921,1,,
32.55,1922,1,,
32.5667,1923,1,,
32.5833,1924,1,,
32.6,1925,1,,
32.6167,1926,1,,
32.6333,1927,1,,
32.65,1928,1,,
32.6667,1929,1,,
32.6833,1930,1,,
32.7,1931,1,,
32.7167,1932,1,,
32.7333,1933,1,,
32.75,1934,1,,
32.7667,1935,1,,
32.7833,1936,1,,
32.8,1937,1,,
32.8167,1938,1,,
32.8333,1939,1,,
32.85,1940,1,,
32.8667,1941,1,,
32.8833,1942,1,,
32.9,1943,1,,
32.9167,1944,1,,
32.9333,1945,1,,
32.95,1946,1,,
32.9667,1947,1,,
32.9833,1948,1,,
33,1949,1,,
33.0167,1950,1,,
33.0333,1951,1,,
33.05,1952,1,,
33.0667,1953,1,,
33.0833,1954,1,,
33.1,1955,1,,
33.1167,1956,1,,
33.1333,1957,1,,
33.15,1958,1,,
33.1667,1959,1,,
33.1833,1960,1,,
33.2,1961,1,,
33.2167,1962,1,,
33.2333,1963,1,,
33.25,1964,1,,
33.2667,1965,1,,
33.2833,1966,1,,
33.3,1967,1,,
33.3167,1968,1,,
33.3333,1969,1,,
33.35,1970,1,,
33.3667,1971,1,,
33.3833,1972,1,,
33.4,1973,1,,
33.4167,1974,1,,
33.4333,1975,1,,
33.45,1976,1,,
33.4667,1977,1,,
33.4833,1978,1,,
33.5,1979,1,,
33.5167,1980,1,,
33.5333,1981,1,,
33.55,1982,1,,
33.5667,1983,1,,
33.5833,1984,1,,
33.6,1985,1,,
33.6167,1986,1,,
33.6333,1987,1,,
33.65,1988,1,,
33.6667,1989,1,,
33.6833,1990,1,,
33.7,1991,1,,
33.7167,1992,1,,
33.7333,1993,1,,
33.75,1994,1,,
33.7667,1995,1,,
33.7833,1996,1,,
33.8,1997,1,,
33.8167,1998,1,,
33.8333,1999,1,,
33.85,2000,1,,
33.8667,2001,1,,
33.8833,2002,1,,
33.9,2003,1,,
33.9167,2004,1,,
33.9333,2005,1,,
33.95,2006,1,,
33.9667,2007,1,,
33.9833,2008,1,,
34,2009,1,,
34.0167,2010,1,,
34.0333,2011,1,,
34.05,2012,1,,
34.0667,2013,1,,
34.0833,2014,1,,
34.1,2015,1,,
34.1167,2016,1,,
34.1333,2017,1,,
34.15,2018,1,,
34.1667,2019,1,,
34.1833,2020,1,,
34.2,2021,1,,
34.2167,2022,1,,
34.2333,2023,1,,
34.25,2024,1,,
34.2667,2025,1,,
34.2833,2026,1,,
34.3,2027,1,,
34.3167,2028,1,,
34.3333,2029,1,,
34.35,2030,1,,
34.3667,2031,1,,
34.3833,2032,1,,
34.4,2033,1,,
34.4167,2034,1,,
34.4333,2035,1,,
34.45,2036,1,,
34.4667,2037,1,,
34.4833,2038,1,,
34.5,2039,1,,
34.5167,2040,1,,
34.5333,2041,1,,
34.55,2042,1,,
34.5667,2043,1,,
34.5833,2044,1,,
34.6,2045,1,,
34.6167,2046,1,,
34.6333,2047,1,,
34.65,2048,1,,
34.6667,2049,1,,
34.6833,2050,1,,
34.7,2051,1,,
34.7167,2052,1,,
34.7333,2053,1,,
34.75,2054,1,,
34.7667,2055,1,,
34.7833,2056,1,,
34.8,2057,1,,
34.8167,2058,1,,
34.8333,2059,1,,
34.85,2060,1,,
34.8667,2061,1,,
34.8833,2062,1,,
34.9,2063,1,,
34.9167,2064,1,,
34.9333,2065,1,,
34.95,2066,1,,
34.9667,2067,1,,
34.9833,2068,1,,
35,2069,1,,
35.0167,2070,1,,
35.0333,2071,1,,
35.05,2072,1,,
35.0667,2073,1,,
35.0833,2074,1,,
35.1,2075,1,,
35.1167,2076,1,,
35.1333,2077,1,,
35.15,2078,1,,
35.1667,2079,1,,
35.1833,2080,1,,
35.2,2081,1,,
35.2167,2082,1,,
35.2333,2083,1,,
35.25,2084,1,,
35.2667,2085,1,,
35.2833,2086,1,,
35.3,2087,1,,
35.3167,2088,1,,
35.3333,2089,1,,
35.35,2090,1,,
35.3667,2091,1,,
35.3833,2092,1,,
35.4,2093,1,,
35.4167,2094,1,,
35.4333,2095,1,,
35.45,2096,1,,
35.4667,2097,1,,
35.4833,2098,1,,
35.5,2099,1,,
35.5167,2100,1,,
35.5333,2101,1,,
35.55,2102,1,,
35.5667,2103,1,,
35.5833,2104,1,,
35.6,2105,1,,
35.6167,2106,1,,
35.6333,2107,1,,
35.65,2108,1,,
35.6667,2109,1,,
35.6833,2110,1,,
35.7,2111,1,,
35.7167,2112,1,,
35.7333,2113,1,,
35.75,2114,1,,
35.7667,2115,1,,
35.7833,2116,1,,
35.8,2117,1,,
35.8167,2118,1,,
35.8333,2119,1,,
35.85,2120,1,,
35.8667,2121,1,,
35.8833,2122,1,,
35.9,2123,1,,
35.9167,2124,1,,
35.9333,2125,1,,
35.95,2126,1,,
35.9667,2127,1,,
35.9833,2128,1,,
36,2129,1,,
36.0167,2130,1,,
36.0333,2131,1,,
36.05,2132,1,,
36.0667,2133,1,,
36.0833,2134,1,,
36.1,2135,1,,
36.1167,2136,1,,
36.1333,2137,1,,
36.15,2138,1,,
36.1667,2139,1,,
36.1833,2140,1,,
36.2,2141,1,,
36.2167,2142,1,,
36.2333,2143,1,,
36.25,2144,1,,
36.2667,2145,1,,
36.2833,2146,1,,
36.3,2147,1,,
36.3167,2148,1,,
36.3333,2149,1,,
36.35,2150,1,,
36.3667,2151,1,,
36.3833,2152,1,,
36.4,2153,1,,
36.4167,2154,1,,
36.4333,2155,1,,
36.45,2156,1,,
36.4667,2157,1,,
36.4833,2158,1,,
36.5,2159,1,,
36.5167,2160,1,,
36.5333,2161,1,,
36.55,2162,1,,
36.5667,2163,1,,
36.5833,2164,1,,
36.6,2165,1,,
36.6167,2166,1,,
36.6333,2167,1,,
36.65,2168,1,,
36.6667,2169,1,,
36.6833,2170,1,,
36.7,2171,1,,
36.7167,2172,1,,
36.7333,2173,1,,
36.75,2174,1,,
36.7667,2175,1,,
36.7833,2176,1,,
36.8,2177,1,,
36.8167,2178,1,,
36.8333,2179,1,,
36.85,2180,1,,
36.8667,2181,1,,
36.8833,2182,1,,
36.9,2183,1,,
36.9167,2184,1,,
36.9333,2185,1,,
36.95,2186,1,,
36.9667,2187,1,,
36.9833,2188,1,,
37,2189,1,,
37.0167,2190,1,,
37.0333,2191,1,,
37.05,2192,1,,
37.0667,2193,1,,
37.0833,2194,1,,
37.1,2195,1,,
37.1167,2196,1,,
37.1333,2197,1,,
37.15,2198,1,,
37.1667,2199,1,,
37.1833,2200,1,,
37.2,2201,1,,
37.2167,2202,1,,
37.2333,2203,1,,
37.25,2204,1,,
37.2667,2205,1,,
37.2833,2206,1,,
37.3,2207,1,,
37.3167,2208,1,,
37.3333,2209,1,,
37.35,2210,1,,
37.3667,2211,1,,
37.3833,2212,1,,
37.4,2213,1,,
37.4167,2214,1,,
37.4333,2215,1,,
37.45,2216,1,,
37.4667,2217,1,,
37.4833,2218,1,,
37.5,2219,1,,
37.5167,2220,1,,
37.5333,2221,1,,
37.55,2222,1,,
37.5667,2223,1,,
37.5833,2224,1,,
37.6,2225,1,,
37.6167,2226,1,,
37.6333,2227,1,,
37.65,2228,1,,
37.6667,2229,1,,
37.6833,2230,1,,
37.7,2231,1,,
37.7167,2232,1,,
37.7333,2233,1,,
37.75,2234,1,,
37.7667,2235,1,,
37.7833,2236,1,,
37.8,2237,1,,
37.8167,2238,1,,
37.8333,2239,1,,
37.85,2240,1,,
37.8667,2241,1,,
37.8833,2242,1,,
37.9,2243,1,,
37.9167,2244,1,,
37.9333,2245,1,,
37.95,2246,1,,
37.9667,2247,1,,
37.9833,2248,1,,
38,2249,1,,
38.0167,2250,1,,
38.0333,2251,1,,
38.05,2252,1,,
38.0667,2253,1,,
38.0833,2254,1,,
38.1,2255,1,,
38.1167,2256,1,,
38.1333,2257,1,,
38.15,2258,1,,
38.1667,2259,1,,
38.1833,2260,1,,
38.2,2261,1,,
38.2167,2262,1,,
38.2333,2263,1,,
38.25,2264,1,,
38.2667,2265,1,,
38.2833,2266,1,,
38.3,2267,1,,
38.3167,2268,1,,
38.3333,2269,1,,
38.35,2270,1,,
38.3667,2271,1,,
38.3833,2272,1,,
38.4,2273,1,,
38.4167,2274,1,,
38.4333,2275,1,,
38.45,2276,1,,
38.4667,2277,1,,
38.4833,2278,1,,
38.5,2279,1,,
38.5167,2280,1,,
38.5333,2281,1,,
38.55,2282,1,,
38.5667,2283,1,,
38.5833,2284,1,,
38.6,2285,1,,
38.6167,2286,1,,
38.6333,2287,1,,
38.65,2288,1,,
38.6667,2289,1,,
38.6833,2290,1,,
38.7,2291,1,,
38.7167,2292,1,,
38.7333,2293,1,,
38.75,2294,1,,
38.7667,2295,1,,
38.7833,2296,1,,
38.8,2297,1,,
38.8167,2298,1,,
38.8333,2299,1,,
38.85,2300,1,,
38.8667,2301,1,,
38.8833,2302,1,,
38.9,2303,1,,
38.9167,2304,1,,
38.9333,2305,1,,
38.95,2306,1,,
38.9667,2307,1,,
38.9833,2308,1,,
39,2309,1,,
39.0167,2310,1,,
39.0333,2311,1,,
39.05,2312,1,,
39.0667,2313,1,,
39.0833,2314,1,,
39.1,2315,1,,
39.1167,2316,1,,
39.1333,2317,1,,
39.15,2318,1,,
39.1667,2319,1,,
39.1833,2320,1,,
39.2,2321,1,,
39.2167,2322,1,,
39.2333,2323,1,,
39.25,2324,1,,
39.2667,2325,1,,
39.2833,2326,1,,
39.3,2327,1,,
39.3167,2328,1,,
39.3333,2329,1,,
39.35,2330,1,,
39.3667,2331,1,,
39.3833,2332,1,,
39.4,2333,1,,
39.4167,2334,1,,
39.4333,2335,1,,
39.45,2336,1,,
39.4667,2337,1,,
39.4833,2338,1,,
39.5,2339,1,,
39.5167,2340,1,,
39.5333,2341,1,,
39.55,2342,1,,
39.5667,2343,1,,
39.5833,2344,1,,
39.6,2345,1,,
39.6167,2346,1,,
39.6333,2347,1,,
39.65,2348,1,,
39.6667,2349,1,,
39.6833,2350,1,,
39.7,2351,1,,
39.7167,2352,1,,
39.7333,2353,1,,
39.75,2354,1,,
39.7667,2355,1,,
39.7833,2356,1,,
39.8,2357,1,,
39.8167,2358,1,,
39.8333,2359,1,,
39.85,2360,1,,
39.8667,2361,1,,
39.8833,2362,1,,
39.9,2363,1,,
39.9167,2364,1,,
39.9333,2365,1,,
39.95,2366,1,,
39.9667,2367,1,,
39.9833,2368,1,,
40,2369,1,,
40.0167,2370,1,,
40.0333,2371,1,,
40.05,2372,1,,
40.0667,2373,1,,
40.0833,2374,1,,
40.1,2375,1,,
40.1167,2376,1,,
40.1333,2377,1,,
40.15,2378,1,,
40.1667,2379,1,,
40.1833,2380,1,,
40.2,2381,1,,
40.2167,2382,1,,
40.2333,2383,1,,
40.25,2384,1,,
40.2667,2385,1,,
40.2833,2386,1,,
40.3,2387,1,,
